term,reading_frequency
甚大,16065
強欲,16066
刈り取る,16067
泣き止む,16068
酸っぱい,16069
一石二鳥,16070
軟弱,16071
裏返す,16072
フル,16073
建国,16074
興味本位,16075
馴れる,16076
号泣,16077
艶,16078
便乗,16079
クイズ,16080
言外,16081
騒ぎ立てる,16082
小馬鹿にする,16083
トーク,16084
走りだす,16085
言うところの,16086
うやむや,16087
ロク,16088
バケモノ,16089
バネ,16090
締め切り,16091
ともども,16092
とがる,16093
落ち度,16094
オ,16095
くわしい,16096
見あげる,16097
熱する,16098
なおる,16099
よせる,16100
網,16101
縮小,16102
応接間,16103
藪,16104
どっちにしても,16105
逃げ惑う,16106
ちょっかい,16107
今後とも,16108
腹減った,16109
弱体化,16110
その都度,16111
水平線,16112
高性能,16113
駆動,16114
栗色,16115
中級,16116
乳母,16117
校長先生,16118
橘,16119
開花,16120
口笛,16121
公務,16122
折り合い,16123
敵陣,16124
ルビー,16125
猛者,16126
モテモテ,16127
首領,16128
ぶっ倒れる,16129
口ずさむ,16130
惑う,16131
伝染,16132
香る,16133
ツインテール,16134
摘まむ,16135
常軌を逸する,16136
荷が重い,16137
応,16138
教科,16139
ぴょんぴょん,16140
小麦,16141
意思表示,16142
後味,16143
準,16144
免じて,16145
ショート,16146
車椅子,16147
軽んじる,16148
快晴,16149
弁当箱,16150
勢い良く,16151
不可視,16152
やすやす,16153
負け犬,16154
ジョン,16155
予兆,16156
憎々しい,16157
しがらみ,16158
うねり,16159
編集者,16160
手本,16161
安寧,16162
蛇口,16163
塗り替える,16164
上手く行く,16165
最先端,16166
原型,16167
あわよくば,16168
ありゃあ,16169
翻る,16170
破廉恥,16171
悪態,16172
蘭,16173
類い,16174
所有物,16175
袖口,16176
未遂,16177
張り裂ける,16178
海中,16179
ミイラ,16180
言いよう,16181
ふんぞり返る,16182
あらわす,16183
抱きとめる,16184
締めくくる,16185
キツネ,16186
合点がいく,16187
ピクピク,16188
おわる,16189
すてる,16190
おごり,16191
たぐい,16192
ウワサ,16193
やむなく,16194
ありきたり,16195
艶めかしい,16196
幼いころ,16197
わたし達,16198
ありつく,16199
ゆるり,16200
港,16201
オナニー,16202
匿う,16203
電池,16204
満足感,16205
自発的,16206
ブラジャー,16207
づくり,16208
鮮烈,16209
昼前,16210
電子音,16211
赤字,16212
色白,16213
シャンデリア,16214
没落,16215
脈絡,16216
齧る,16217
抗争,16218
鞍,16219
自然体,16220
閑散,16221
十中八九,16222
容量,16223
視,16224
伝統的,16225
爆撃,16226
フレーズ,16227
看護婦,16228
ありはしない,16229
昇華,16230
母様,16231
巻き付ける,16232
羅列,16233
奥の手,16234
悪い癖,16235
漲る,16236
総員,16237
生態,16238
同伴,16239
内外,16240
女同士,16241
豹変,16242
方向転換,16243
見栄え,16244
寵愛,16245
断絶,16246
険しい表情,16247
背の低い,16248
趣向,16249
平地,16250
参考書,16251
昨日の今日,16252
小人,16253
心労,16254
尾を引く,16255
検出,16256
届,16257
比率,16258
只,16259
漕ぐ,16260
偽造,16261
平たい,16262
枯渇,16263
リア充,16264
見世物,16265
太股,16266
八百,16267
身辺,16268
加害者,16269
野外,16270
吐露,16271
激励,16272
知名度,16273
お座り,16274
サンタ,16275
心が折れる,16276
卒倒,16277
暴れ回る,16278
真似事,16279
せわしない,16280
そり,16281
小ぶり,16282
いびき,16283
じゅうぶん,16284
今や,16285
ほどなくして,16286
たかる,16287
駄々をこねる,16288
横に,16289
顔をそむける,16290
そびえ立つ,16291
ヵ月,16292
ピカピカ,16293
うなり声,16294
とま,16295
だよねー,16296
がなあ,16297
たえる,16298
がわ,16299
さぼる,16300
丸々,16301
打ち鳴らす,16302
すべすべ,16303
然るべき,16304
私情,16305
源,16306
蟲,16307
異動,16308
ずぶ濡れ,16309
大間違い,16310
老ける,16311
別名,16312
構成員,16313
一体化,16314
余興,16315
発情,16316
手に渡る,16317
修道院,16318
さてさて,16319
年々,16320
お暇,16321
駆け付ける,16322
絶品,16323
贔屓,16324
段違い,16325
暗躍,16326
据わる,16327
リア,16328
図書,16329
調度品,16330
燭台,16331
ごっそり,16332
監獄,16333
急降下,16334
ぼっち,16335
血色,16336
この分,16337
これ見よがし,16338
地下鉄,16339
邪気,16340
うか,16341
解雇,16342
体系,16343
一斉,16344
両膝,16345
バスケット,16346
丼,16347
売店,16348
ほんの僅か,16349
ベーコン,16350
書き込み,16351
乙,16352
首を傾ける,16353
言葉を飲む,16354
中尉,16355
注目を浴びる,16356
立ち込める,16357
蔓,16358
壮年,16359
想像を絶する,16360
小道,16361
分が悪い,16362
怖れる,16363
シュート,16364
すれすれ,16365
的外れ,16366
どの道,16367
御身,16368
鶏肉,16369
最近になって,16370
司令部,16371
大河,16372
信徒,16373
一覧,16374
券,16375
６日,16376
かさ,16377
ガ,16378
ちぇっ,16379
可愛がる,16380
ほこり,16381
おもてなし,16382
チラッと,16383
たす,16384
屈託のない,16385
小さいころ,16386
まぎれもない,16387
とける,16388
なかでも,16389
およぶ,16390
くじ,16391
こちとら,16392
やるせない,16393
がまん,16394
ちがい,16395
なまじ,16396
手当たり次第,16397
乗りこむ,16398
兄さま,16399
いったって,16400
紙,16401
実,16402
志す,16403
小舟,16404
おめでたい,16405
一対,16406
突飛,16407
参照,16408
想い出,16409
プラスチック,16410
いじらしい,16411
運動部,16412
様にする,16413
縛り上げる,16414
溺愛,16415
ふける,16416
半泣き,16417
解す,16418
ちょこちょこ,16419
探りを入れる,16420
条約,16421
せっかち,16422
挙げ句,16423
青山,16424
不幸中の幸い,16425
銅貨,16426
望み通り,16427
御方,16428
平常心,16429
政略結婚,16430
時間切れ,16431
一箇所,16432
先を急ぐ,16433
飲み会,16434
桐,16435
先程から,16436
歴戦,16437
バイト先,16438
抱え上げる,16439
接吻,16440
賢,16441
高揚感,16442
蕾,16443
爛々,16444
手刀,16445
先んじる,16446
関西,16447
加,16448
蛍光灯,16449
純情,16450
稲,16451
裏付ける,16452
停電,16453
総理大臣,16454
パーカー,16455
優遇,16456
万年,16457
バージョン,16458
もんですか,16459
名ばかり,16460
魔性,16461
武闘,16462
じき,16463
突発的,16464
パワーアップ,16465
十倍,16466
肝に銘じる,16467
急ぎ足,16468
粘土,16469
切り込む,16470
心臓に悪い,16471
握り潰す,16472
日本一,16473
手荒,16474
新学期,16475
格上,16476
略,16477
朱色,16478
握りつぶす,16479
でし,16480
くさる,16481
のたびに,16482
１発,16483
キャッ,16484
ネギ,16485
ゾクゾク,16486
すまう,16487
関係がない,16488
からす,16489
あらわにする,16490
ばら,16491
いきさつ,16492
缶詰,16493
キレ,16494
あのように,16495
こまる,16496
まぶす,16497
まじる,16498
不釣り合い,16499
いい気,16500
相,16501
公言,16502
王室,16503
烏,16504
おんぶ,16505
道すがら,16506
言わば,16507
時間が掛かる,16508
住,16509
カロリー,16510
お初,16511
ひしひし,16512
同義,16513
命取り,16514
アンテナ,16515
熱狂,16516
光明,16517
応じて,16518
渇き,16519
論じる,16520
くんくん,16521
頭を使う,16522
祠,16523
巷,16524
支店,16525
スリッパ,16526
日常茶飯事,16527
ノートパソコン,16528
ロス,16529
やり返す,16530
空で,16531
もとは,16532
表立つ,16533
稼業,16534
目視,16535
心持,16536
滴,16537
覗き見る,16538
減速,16539
総出,16540
何度となく,16541
速める,16542
青々,16543
行進,16544
患う,16545
お世辞にも,16546
武将,16547
温室,16548
それ相応,16549
江戸時代,16550
黒ずむ,16551
功を奏する,16552
滴り落ちる,16553
放浪,16554
とろん,16555
馬乗り,16556
侍従,16557
鍛え上げる,16558
言い伝え,16559
キーワード,16560
臓器,16561
お行儀,16562
詰る,16563
血圧,16564
銭,16565
小さめ,16566
あんだけ,16567
上体を起こす,16568
ハワイ,16569
ぽかぽか,16570
民間人,16571
主従,16572
ひくつく,16573
非常事態,16574
いいとも,16575
粉々に砕く,16576
鬼神,16577
タイムリミット,16578
考え出す,16579
千切る,16580
ソフィア,16581
始終,16582
労,16583
ガン,16584
バタン,16585
３本,16586
晴,16587
言いようのない,16588
脳裏をよぎる,16589
迎えにくる,16590
水たまり,16591
なんだこれは,16592
なんてこった,16593
顔ぶれ,16594
片膝をつく,16595
せまい,16596
声をひそめる,16597
いたるところ,16598
やいなや,16599
ブルブル,16600
止める,16601
葉,16602
仏教,16603
絶体絶命,16604
気晴らし,16605
道案内,16606
白鳥,16607
衝く,16608
僥倖,16609
冬休み,16610
晴れ,16611
嫌々,16612
仲介,16613
使用者,16614
皇太子,16615
一丁,16616
お偉いさん,16617
営み,16618
何が何でも,16619
生クリーム,16620
ぶっかける,16621
一曲,16622
体操,16623
帰省,16624
序列,16625
おっかない,16626
都合が悪い,16627
メロディ,16628
眼帯,16629
ボックス,16630
粗相,16631
腕を上げる,16632
識別,16633
姐さん,16634
くっく,16635
道行く,16636
二日酔い,16637
純潔,16638
強風,16639
躓く,16640
のん,16641
一節,16642
癖になる,16643
時世,16644
豪,16645
独りぼっち,16646
離宮,16647
そんなら,16648
自由自在,16649
ぐらぐら,16650
技術的,16651
ソロ,16652
洗い物,16653
唯一無二,16654
生来,16655
長方形,16656
ブス,16657
グリーン,16658
大罪,16659
薙ぐ,16660
なんちゃって,16661
近距離,16662
お出まし,16663
渡り合う,16664
土煙,16665
毎に,16666
まざまざ,16667
パンク,16668
ナイト,16669
洗濯機,16670
搾り取る,16671
そうこうしているうちに,16672
片づく,16673
しぼる,16674
あやうい,16675
傷がつく,16676
ふてくされる,16677
なんにせよ,16678
飛びだす,16679
あたい,16680
あや,16681
思いとどまる,16682
かすむ,16683
これといった,16684
ちぃ,16685
かき上げる,16686
もってしても,16687
もっともらしい,16688
こぐ,16689
たったひとり,16690
どいつ,16691
おととい,16692
さげ,16693
そうやって,16694
そぐ,16695
よくも,16696
はめになる,16697
いますぐ,16698
何と,16699
しぶき,16700
神,16701
気後れ,16702
邂逅,16703
どん底,16704
プロデューサー,16705
痛手,16706
電,16707
蔓延,16708
敵軍,16709
危険に晒す,16710
何ともない,16711
悪徳,16712
とやかく言う,16713
名乗り出る,16714
使命感,16715
段差,16716
長屋,16717
山盛り,16718
血痕,16719
素足,16720
棄てる,16721
武蔵,16722
地球上,16723
上半身を起こす,16724
丁度良い,16725
スポンサー,16726
信条,16727
武者,16728
機転,16729
混じり合う,16730
無職,16731
目撃情報,16732
言ってみれば,16733
普段着,16734
紳士的,16735
あるじ,16736
布陣,16737
建造,16738
敵視,16739
一刀,16740
太古,16741
ぶっ飛ぶ,16742
正当化,16743
手を染める,16744
天狗,16745
人民,16746
分け与える,16747
傷痕,16748
仰ぎ見る,16749
必要不可欠,16750
炒める,16751
要点,16752
試作,16753
勃発,16754
平手,16755
ずっしり,16756
ドリル,16757
純真,16758
鉄製,16759
羨む,16760
蒸す,16761
小脇,16762
張り出す,16763
這い出る,16764
切らす,16765
ジェスチャー,16766
二組,16767
不可抗力,16768
寝返りを打つ,16769
疾い,16770
庫,16771
軍師,16772
バスケ,16773
点く,16774
帳,16775
理由をつける,16776
おにいさん,16777
サル,16778
何これ,16779
考えにくい,16780
絵の具,16781
人様,16782
見てとる,16783
そのなか,16784
ならす,16785
命をかける,16786
思いつめる,16787
ビクン,16788
１１月,16789
これといって,16790
とどく,16791
ほうが良い,16792
縛りつける,16793
そち,16794
わかれる,16795
立ちこめる,16796
つんと,16797
よそよそしい,16798
かっと,16799
どかす,16800
疎む,16801
中毒,16802
高校時代,16803
一件落着,16804
モチベーション,16805
偉業,16806
決め手,16807
休養,16808
心を動かす,16809
ショッピングモール,16810
捜し出す,16811
堅実,16812
見渡す限り,16813
貫禄,16814
ハンバーガー,16815
分量,16816
半歩,16817
勤勉,16818
お忍び,16819
作り話,16820
やり口,16821
入社,16822
労う,16823
否応,16824
残り少ない,16825
生臭い,16826
尺,16827
足先,16828
頭が真っ白になる,16829
交番,16830
購買,16831
慣れ親しむ,16832
くし,16833
花園,16834
中腹,16835
二日間,16836
風俗,16837
言いやがって,16838
